machine_id,timestamp,temp_c,rpm,vibration,failure
M043,2024-03-05T20:10:00,53.44,76.77,32.58,0
M052,2024-03-05T20:15:00,46.55,86.69,27.84,0
M014,2024-03-05T20:20:00,54.91,74.22,29.73,0
M046,2024-03-05T20:25:00,50.37,84.55,29.72,0
M051,2024-03-05T20:30:00,53.97,78.1,26.89,0
M011,2024-03-05T20:35:00,50.91,85.14,28.4,0
M013,2024-03-05T20:40:00,54.46,87.29,31.34,0
M030,2024-03-05T20:45:00,51.37,74.72,28.42,0
M004,2024-03-05T20:50:00,55.16,74.95,29.12,0
M019,2024-03-05T20:55:00,55.72,80.26,28.41,0
M036,2024-03-05T21:00:00,57.59,76.24,28.14,0
M056,2024-03-05T21:05:00,49.8,77.58,29.51,0
M039,2024-03-05T21:10:00,51.12,84.03,25.87,0
M045,2024-03-05T21:15:00,52.52,80.82,29.47,0
M016,2024-03-05T21:20:00,56.68,85.62,31.03,0
M021,2024-03-05T21:25:00,52.89,82.73,32.01,0
M025,2024-03-05T21:30:00,50.51,75.25,33.35,0
M049,2024-03-05T21:35:00,58.23,77.45,31.2,0
M011,2024-03-05T21:40:00,51.03,83.27,29.84,0
M012,2024-03-05T21:45:00,52.88,86.87,31.86,0
M009,2024-03-05T21:50:00,52.46,74.46,32.67,0
M023,2024-03-05T21:55:00,56.01,79.47,27.62,0
M017,2024-03-05T22:00:00,51.79,84.66,31.48,0
M010,2024-03-05T22:05:00,52.82,75.57,29.8,0
M048,2024-03-05T22:10:00,52.16,76.47,31.02,0
M036,2024-03-05T22:15:00,54.74,79.53,30.97,0
M006,2024-03-05T22:20:00,52.53,82.27,26.91,0
M055,2024-03-05T22:25:00,53.86,84.33,29.43,0
M009,2024-03-05T22:30:00,55.86,73.62,31.46,0
M019,2024-03-05T22:35:00,55.71,75.14,26.83,0
M031,2024-03-05T22:40:00,54.93,78.12,35.2,0
M020,2024-03-05T22:45:00,53.02,80.44,30.91,0
M017,2024-03-05T22:50:00,56.3,78.22,32.39,0
M043,2024-03-05T22:55:00,52.62,73.12,30.43,0
M054,2024-03-05T23:00:00,60.96,77.13,26.18,0
M056,2024-03-05T23:05:00,59.55,87.61,29.06,0
M015,2024-03-05T23:10:00,53.21,73.58,28.13,0
M028,2024-03-05T23:15:00,55.57,81.82,31.81,0
M040,2024-03-05T23:20:00,53.6,97.0,29.37,0
M009,2024-03-05T23:25:00,54.61,72.34,31.65,0
M054,2024-03-05T23:30:00,53.49,88.28,29.5,0
M046,2024-03-05T23:35:00,52.13,79.25,27.77,0
M039,2024-03-05T23:40:00,56.23,81.05,31.45,0
M054,2024-03-05T23:45:00,50.51,85.57,31.58,0
M012,2024-03-05T23:50:00,52.44,79.47,28.88,0
M022,2024-03-05T23:55:00,55.62,84.49,29.36,0
M057,2024-03-06T00:00:00,57.99,84.56,32.12,0
M004,2024-03-06T00:05:00,51.19,82.09,27.24,0
M017,2024-03-06T00:10:00,51.45,81.99,29.98,0
M044,2024-03-06T00:15:00,54.41,87.51,29.42,0
M034,2024-03-06T00:20:00,56.03,74.95,33.68,0
M021,2024-03-06T00:25:00,54.49,81.28,29.7,0
M033,2024-03-06T00:30:00,53.86,82.49,30.06,0
M011,2024-03-06T00:35:00,50.17,81.79,27.78,0
M058,2024-03-06T00:40:00,52.47,82.71,30.73,0
M002,2024-03-06T00:45:00,53.46,77.02,28.18,0
M048,2024-03-06T00:50:00,49.59,84.25,26.19,0
M041,2024-03-06T00:55:00,56.14,75.58,31.19,0
M046,2024-03-06T01:00:00,50.33,79.13,31.77,0
M022,2024-03-06T01:05:00,55.9,84.54,29.01,0
M049,2024-03-06T01:10:00,55.28,81.2,32.9,0
M030,2024-03-06T01:15:00,56.81,78.83,31.06,0
M037,2024-03-06T01:20:00,55.79,71.56,31.56,0
M011,2024-03-06T01:25:00,51.31,77.37,29.61,0
M012,2024-03-06T01:30:00,54.43,85.35,30.15,0
M010,2024-03-06T01:35:00,55.15,74.83,29.52,0
M009,2024-03-06T01:40:00,51.36,77.15,29.99,0
M001,2024-03-06T01:45:00,53.34,88.31,27.56,0
M044,2024-03-06T01:50:00,50.06,78.44,29.47,0
M028,2024-03-06T01:55:00,55.68,72.54,30.91,0
M034,2024-03-06T02:00:00,56.38,80.73,33.2,0
M045,2024-03-06T02:05:00,57.09,75.33,29.72,0
M042,2024-03-06T02:10:00,52.63,74.77,31.25,0
M009,2024-03-06T02:15:00,48.88,83.1,30.56,0
M026,2024-03-06T02:20:00,54.43,78.6,31.37,0
M025,2024-03-06T02:25:00,51.89,82.29,31.11,0
M004,2024-03-06T02:30:00,55.13,76.79,29.68,0
M017,2024-03-06T02:35:00,52.93,82.98,33.54,0
M032,2024-03-06T02:40:00,57.34,76.7,30.78,0
M041,2024-03-06T02:45:00,56.27,80.79,28.59,0
M054,2024-03-06T02:50:00,53.52,76.41,27.43,0
M016,2024-03-06T02:55:00,54.62,71.25,28.67,0
M019,2024-03-06T03:00:00,54.62,85.05,29.21,0
M009,2024-03-06T03:05:00,56.91,78.06,30.38,0
M019,2024-03-06T03:10:00,54.6,82.2,32.44,0
M022,2024-03-06T03:15:00,57.51,75.74,26.47,0
M055,2024-03-06T03:20:00,52.88,78.07,26.22,0
M027,2024-03-06T03:25:00,53.03,80.66,27.89,0
M016,2024-03-06T03:30:00,55.31,88.23,28.42,0
M007,2024-03-06T03:35:00,53.36,70.01,25.16,0
M003,2024-03-06T03:40:00,52.08,85.13,28.76,0
M003,2024-03-06T03:45:00,53.24,73.97,30.08,0
M042,2024-03-06T03:50:00,57.54,72.51,30.3,0
M051,2024-03-06T03:55:00,57.17,81.82,29.96,0
M004,2024-03-06T04:00:00,51.44,79.0,30.15,0
M033,2024-03-06T04:05:00,54.42,81.48,27.9,0
M015,2024-03-06T04:10:00,56.16,74.62,30.86,0
M018,2024-03-06T04:15:00,54.88,77.68,32.1,0
M026,2024-03-06T04:20:00,56.47,72.76,30.07,0
M049,2024-03-06T04:25:00,56.07,78.68,30.15,0
M006,2024-03-06T04:30:00,55.83,87.55,30.16,0
M058,2024-03-06T04:35:00,58.15,81.35,29.93,0
M016,2024-03-06T04:40:00,53.51,83.27,30.37,0
M034,2024-03-06T04:45:00,52.59,74.78,32.55,0
M013,2024-03-06T04:50:00,53.57,77.5,28.18,0
M043,2024-03-06T04:55:00,58.46,82.43,27.26,0
M053,2024-03-06T05:00:00,51.72,84.25,29.07,0
M014,2024-03-06T05:05:00,47.49,80.96,29.91,0
M019,2024-03-06T05:10:00,53.4,86.46,31.52,0
M029,2024-03-06T05:15:00,49.54,87.01,33.54,0
M047,2024-03-06T05:20:00,51.17,79.67,28.55,0
M058,2024-03-06T05:25:00,50.46,82.07,32.89,0
M032,2024-03-06T05:30:00,50.35,85.1,28.57,0
M039,2024-03-06T05:35:00,49.3,80.63,28.53,0
M002,2024-03-06T05:40:00,48.8,71.69,31.36,0
M036,2024-03-06T05:45:00,50.04,84.26,28.43,0
M053,2024-03-06T05:50:00,47.65,82.15,26.9,0
M029,2024-03-06T05:55:00,49.22,76.29,31.79,0
M049,2024-03-06T06:00:00,52.71,77.09,30.56,0
M023,2024-03-06T06:05:00,44.47,66.94,29.7,0
M025,2024-03-06T06:10:00,51.08,85.27,33.68,0
M019,2024-03-06T06:15:00,49.6,86.92,32.17,0
M025,2024-03-06T06:20:00,49.94,79.96,26.07,0
M010,2024-03-06T06:25:00,44.53,84.89,25.79,0
M012,2024-03-06T06:30:00,45.55,77.18,28.27,0
M054,2024-03-06T06:35:00,55.28,84.43,31.06,0
M028,2024-03-06T06:40:00,47.38,69.17,26.96,0
M034,2024-03-06T06:45:00,50.02,79.75,33.17,0
M026,2024-03-06T06:50:00,52.11,79.29,32.12,0
M039,2024-03-06T06:55:00,49.11,76.74,26.92,0
M008,2024-03-06T07:00:00,46.91,76.25,27.55,0
M044,2024-03-06T07:05:00,45.63,85.23,30.34,0
M049,2024-03-06T07:10:00,47.68,81.7,29.63,0
M016,2024-03-06T07:15:00,50.17,82.56,32.57,0
M056,2024-03-06T07:20:00,48.8,70.33,26.35,0
M023,2024-03-06T07:25:00,47.89,82.06,29.26,0
M010,2024-03-06T07:30:00,59.08,80.35,32.09,0
M037,2024-03-06T07:35:00,52.55,84.3,30.68,0
M031,2024-03-06T07:40:00,51.5,80.44,32.19,0
M012,2024-03-06T07:45:00,53.25,84.58,28.18,0
M026,2024-03-06T07:50:00,56.92,85.59,25.72,0
M012,2024-03-06T07:55:00,47.26,71.68,29.56,0
M051,2024-03-06T08:00:00,49.64,81.13,31.85,0
M050,2024-03-06T08:05:00,53.12,82.78,31.68,0
M007,2024-03-06T08:10:00,51.69,82.66,31.42,0
M031,2024-03-06T08:15:00,53.11,76.55,31.88,0
M001,2024-03-06T08:20:00,54.22,85.43,28.82,0
M009,2024-03-06T08:25:00,49.01,78.83,29.98,0
M056,2024-03-06T08:30:00,45.25,86.31,30.51,0
M020,2024-03-06T08:35:00,45.98,80.97,32.54,0
M001,2024-03-06T08:40:00,49.91,69.75,28.42,0
M057,2024-03-06T08:45:00,48.52,77.98,28.63,0
M002,2024-03-06T08:50:00,51.47,89.65,30.77,0
M011,2024-03-06T08:55:00,55.32,73.61,27.45,0
M002,2024-03-06T09:00:00,55.03,78.85,30.93,0
M024,2024-03-06T09:05:00,47.31,87.68,30.33,0
M050,2024-03-06T09:10:00,57.18,78.32,28.75,0
M022,2024-03-06T09:15:00,49.66,72.23,28.75,0
M005,2024-03-06T09:20:00,56.05,68.9,25.57,0
M043,2024-03-06T09:25:00,51.84,86.29,26.94,0
M059,2024-03-06T09:30:00,53.6,75.31,30.76,0
M047,2024-03-06T09:35:00,49.17,79.58,31.53,0
M026,2024-03-06T09:40:00,51.36,76.97,29.51,0
M048,2024-03-06T09:45:00,47.17,79.99,30.9,0
M049,2024-03-06T09:50:00,56.84,80.86,32.33,0
M028,2024-03-06T09:55:00,50.81,79.57,33.34,0
M056,2024-03-06T10:00:00,45.18,78.59,29.88,0
M043,2024-03-06T10:05:00,51.03,84.49,27.69,0
M043,2024-03-06T10:10:00,47.23,78.51,30.7,0
M046,2024-03-06T10:15:00,50.95,78.77,33.66,0
M052,2024-03-06T10:20:00,53.22,74.7,28.19,0
M021,2024-03-06T10:25:00,50.55,78.01,28.7,0
M047,2024-03-06T10:30:00,51.95,85.62,32.74,0
M046,2024-03-06T10:35:00,55.34,78.57,29.13,0
M037,2024-03-06T10:40:00,54.0,78.15,26.83,0
M031,2024-03-06T10:45:00,51.52,73.9,32.94,0
M023,2024-03-06T10:50:00,54.13,74.9,28.02,0
M018,2024-03-06T10:55:00,54.95,76.56,25.83,0
M004,2024-03-06T11:00:00,52.59,84.94,28.29,0
M037,2024-03-06T11:05:00,54.0,77.71,34.36,0
M002,2024-03-06T11:10:00,48.45,84.08,26.89,0
M000,2024-03-06T11:15:00,51.96,80.53,28.24,0
M004,2024-03-06T11:20:00,49.55,81.97,27.59,0
M051,2024-03-06T11:25:00,50.17,73.19,31.17,0
M024,2024-03-06T11:30:00,46.32,83.49,26.61,0
M002,2024-03-06T11:35:00,45.03,89.14,26.61,0
M013,2024-03-06T11:40:00,51.13,85.49,26.49,0
M000,2024-03-06T11:45:00,50.8,86.48,32.72,0
M045,2024-03-06T11:50:00,52.7,68.83,29.18,0
M036,2024-03-06T11:55:00,52.82,81.01,30.95,0
M021,2024-03-06T12:00:00,46.73,71.36,25.99,0
M043,2024-03-06T12:05:00,53.82,76.86,31.26,0
M013,2024-03-06T12:10:00,52.34,75.52,30.04,0
M054,2024-03-06T12:15:00,47.96,91.75,32.36,0
M030,2024-03-06T12:20:00,46.32,78.41,28.73,0
M056,2024-03-06T12:25:00,49.43,79.15,28.71,0
M058,2024-03-06T12:30:00,50.11,76.2,29.79,0
M035,2024-03-06T12:35:00,49.74,87.08,33.35,0
M003,2024-03-06T12:40:00,54.15,76.56,26.33,0
M019,2024-03-06T12:45:00,57.21,81.44,31.62,0
M055,2024-03-06T12:50:00,49.62,84.44,32.21,0
M050,2024-03-06T12:55:00,46.76,81.38,31.56,0
M029,2024-03-06T13:00:00,48.66,84.1,34.4,0
M040,2024-03-06T13:05:00,53.16,82.85,26.85,0
M030,2024-03-06T13:10:00,51.68,81.63,28.38,0
M056,2024-03-06T13:15:00,48.56,73.68,28.25,0
M019,2024-03-06T13:20:00,55.18,84.93,34.35,0
M023,2024-03-06T13:25:00,48.5,84.89,27.77,0
M008,2024-03-06T13:30:00,52.52,91.11,28.63,0
M040,2024-03-06T13:35:00,55.4,71.24,34.3,0
M011,2024-03-06T13:40:00,49.38,73.88,34.7,0
M010,2024-03-06T13:45:00,53.58,86.72,25.92,0
M006,2024-03-06T13:50:00,49.66,83.43,28.94,0
M058,2024-03-06T13:55:00,55.94,73.83,29.34,0
M019,2024-03-06T14:00:00,54.44,86.98,29.42,0
M052,2024-03-06T14:05:00,58.12,81.82,31.21,0
M031,2024-03-06T14:10:00,50.87,90.03,27.49,0
M051,2024-03-06T14:15:00,48.89,82.49,30.48,0
M015,2024-03-06T14:20:00,51.74,88.06,30.63,0
M057,2024-03-06T14:25:00,47.68,80.18,28.04,0
M006,2024-03-06T14:30:00,46.73,68.97,28.46,0
M023,2024-03-06T14:35:00,60.68,80.92,33.91,0
M031,2024-03-06T14:40:00,56.3,79.26,31.02,0
M036,2024-03-06T14:45:00,50.53,81.08,31.1,0
M001,2024-03-06T14:50:00,50.75,75.1,30.2,0
M029,2024-03-06T14:55:00,47.84,83.46,28.31,0
M027,2024-03-06T15:00:00,49.8,85.6,32.59,0
M022,2024-03-06T15:05:00,54.66,77.71,27.48,0
M013,2024-03-06T15:10:00,50.55,75.65,28.88,0
M037,2024-03-06T15:15:00,51.59,79.97,30.18,0
M018,2024-03-06T15:20:00,50.74,84.12,30.17,0
M037,2024-03-06T15:25:00,55.89,82.64,32.62,0
M032,2024-03-06T15:30:00,53.64,72.2,26.67,0
M011,2024-03-06T15:35:00,54.11,71.83,28.13,0
M040,2024-03-06T15:40:00,51.18,80.25,31.1,0
M037,2024-03-06T15:45:00,46.46,71.84,27.68,0
M000,2024-03-06T15:50:00,49.05,73.24,30.57,0
M021,2024-03-06T15:55:00,48.01,86.82,25.69,0
M037,2024-03-06T16:00:00,48.33,85.12,31.09,0
M026,2024-03-06T16:05:00,47.39,88.29,29.18,0
M059,2024-03-06T16:10:00,52.21,93.07,30.33,0
M010,2024-03-06T16:15:00,52.86,82.19,32.19,0
M026,2024-03-06T16:20:00,51.86,82.37,28.98,0
M017,2024-03-06T16:25:00,55.2,79.64,28.1,0
M047,2024-03-06T16:30:00,51.53,78.03,32.48,0
M058,2024-03-06T16:35:00,58.42,77.55,26.55,0
M040,2024-03-06T16:40:00,51.13,70.4,30.63,0
M054,2024-03-06T16:45:00,54.4,84.08,31.63,0
M005,2024-03-06T16:50:00,61.91,80.1,28.23,0
M034,2024-03-06T16:55:00,48.72,73.56,30.72,0
M028,2024-03-06T17:00:00,57.34,76.71,30.46,0
M002,2024-03-06T17:05:00,50.08,79.16,31.44,0
M057,2024-03-06T17:10:00,53.33,77.05,31.91,0
M010,2024-03-06T17:15:00,52.55,81.3,30.38,0
M018,2024-03-06T17:20:00,52.53,76.74,32.45,0
M044,2024-03-06T17:25:00,52.42,79.15,27.82,0
M043,2024-03-06T17:30:00,52.18,82.65,29.68,0
M034,2024-03-06T17:35:00,50.5,77.14,32.2,0
M027,2024-03-06T17:40:00,53.28,82.72,31.61,0
M016,2024-03-06T17:45:00,55.93,74.74,33.15,0
M024,2024-03-06T17:50:00,49.98,83.16,29.93,0
M051,2024-03-06T17:55:00,51.07,74.61,30.42,0
M031,2024-03-06T18:00:00,50.49,99.35,28.02,0
M000,2024-03-06T18:05:00,52.78,74.74,27.32,0
M038,2024-03-06T18:10:00,56.55,80.15,30.11,0
M028,2024-03-06T18:15:00,58.28,84.7,29.59,0
M024,2024-03-06T18:20:00,51.46,84.02,28.17,0
M012,2024-03-06T18:25:00,52.57,83.8,28.34,0
M000,2024-03-06T18:30:00,51.52,78.01,28.56,0
M032,2024-03-06T18:35:00,53.8,67.24,32.17,0
M032,2024-03-06T18:40:00,50.78,76.78,29.9,0
M024,2024-03-06T18:45:00,52.68,84.91,27.21,0
M006,2024-03-06T18:50:00,56.12,71.4,30.54,0
M034,2024-03-06T18:55:00,52.94,79.53,29.22,0
M022,2024-03-06T19:00:00,58.44,85.28,28.43,0
M048,2024-03-06T19:05:00,50.0,73.82,29.93,0
M013,2024-03-06T19:10:00,57.82,75.81,29.36,0
M004,2024-03-06T19:15:00,50.72,78.26,32.56,0
M028,2024-03-06T19:20:00,57.94,72.62,30.8,0
M025,2024-03-06T19:25:00,54.94,81.26,31.48,0
M000,2024-03-06T19:30:00,52.68,83.38,29.4,0
M022,2024-03-06T19:35:00,54.36,85.2,30.78,0
M044,2024-03-06T19:40:00,54.53,76.96,31.19,0
M021,2024-03-06T19:45:00,56.22,72.23,30.47,0
M043,2024-03-06T19:50:00,51.87,79.52,32.62,0
M015,2024-03-06T19:55:00,48.76,77.94,30.05,0
M054,2024-03-06T20:00:00,57.82,78.69,29.9,0
M031,2024-03-06T20:05:00,56.56,82.54,30.42,0
M019,2024-03-06T20:10:00,53.52,86.82,27.2,0
M024,2024-03-06T20:15:00,56.05,79.3,31.13,0
M052,2024-03-06T20:20:00,54.51,79.37,32.33,0
M055,2024-03-06T20:25:00,52.83,77.93,28.72,0
M009,2024-03-06T20:30:00,52.48,82.85,30.23,0
M019,2024-03-06T20:35:00,57.17,77.57,27.97,0
M044,2024-03-06T20:40:00,55.94,78.73,28.54,0
M010,2024-03-06T20:45:00,53.39,73.04,33.72,0
M045,2024-03-06T20:50:00,52.48,79.37,26.85,0
M010,2024-03-06T20:55:00,50.87,87.07,31.17,0
M043,2024-03-06T21:00:00,52.9,81.98,28.77,0
M043,2024-03-06T21:05:00,59.07,74.21,32.79,0
M043,2024-03-06T21:10:00,52.9,73.35,27.27,0
M027,2024-03-06T21:15:00,51.13,88.42,31.33,0
M034,2024-03-06T21:20:00,54.12,87.42,27.07,0
M042,2024-03-06T21:25:00,51.96,81.36,29.89,0
M059,2024-03-06T21:30:00,58.19,87.6,25.9,0
M051,2024-03-06T21:35:00,49.97,83.03,31.46,0
M005,2024-03-06T21:40:00,55.9,79.15,28.18,0
M038,2024-03-06T21:45:00,51.88,81.02,28.17,0
M058,2024-03-06T21:50:00,54.63,74.69,32.58,0
M037,2024-03-06T21:55:00,51.73,87.55,31.58,0
M051,2024-03-06T22:00:00,54.77,82.98,28.81,0
M024,2024-03-06T22:05:00,53.63,75.27,27.99,0
M047,2024-03-06T22:10:00,57.11,78.33,28.07,0
M014,2024-03-06T22:15:00,53.73,85.19,30.39,0
M028,2024-03-06T22:20:00,53.59,80.15,29.74,0
M027,2024-03-06T22:25:00,53.27,77.35,30.77,0
M004,2024-03-06T22:30:00,53.74,80.16,31.21,0
M042,2024-03-06T22:35:00,49.28,82.46,30.77,0
M059,2024-03-06T22:40:00,58.0,77.26,31.38,0
M029,2024-03-06T22:45:00,54.5,70.37,30.62,0
M008,2024-03-06T22:50:00,53.24,77.38,29.97,0
M016,2024-03-06T22:55:00,54.59,81.36,29.82,0
M010,2024-03-06T23:00:00,55.84,89.9,34.34,0
M037,2024-03-06T23:05:00,57.92,88.18,29.7,0
M026,2024-03-06T23:10:00,55.61,72.18,31.33,0
M009,2024-03-06T23:15:00,53.86,81.62,28.79,0
M032,2024-03-06T23:20:00,52.35,78.93,33.64,0
M047,2024-03-06T23:25:00,53.2,81.71,27.54,0
M041,2024-03-06T23:30:00,52.96,81.8,30.66,0
M058,2024-03-06T23:35:00,53.03,82.33,29.75,0
M018,2024-03-06T23:40:00,46.28,72.88,30.87,0
M021,2024-03-06T23:45:00,51.81,67.61,32.21,0
M034,2024-03-06T23:50:00,54.36,75.58,30.3,0
M015,2024-03-06T23:55:00,56.07,77.61,31.72,0
M008,2024-03-07T00:00:00,54.07,83.25,29.41,0
M047,2024-03-07T00:05:00,55.27,83.85,28.18,0
M017,2024-03-07T00:10:00,57.2,79.21,28.51,0
M001,2024-03-07T00:15:00,56.61,79.63,30.25,0
M031,2024-03-07T00:20:00,56.47,87.06,26.56,0
M008,2024-03-07T00:25:00,57.53,79.38,31.02,0
M019,2024-03-07T00:30:00,53.52,83.24,27.19,0
M058,2024-03-07T00:35:00,55.34,73.67,28.77,0
M003,2024-03-07T00:40:00,52.2,85.31,30.85,0
M030,2024-03-07T00:45:00,51.77,82.74,33.32,0
M052,2024-03-07T00:50:00,57.18,81.07,30.43,0
M017,2024-03-07T00:55:00,54.59,90.46,28.82,0
M048,2024-03-07T01:00:00,55.27,77.89,28.26,0
M010,2024-03-07T01:05:00,53.66,77.25,30.76,0
M007,2024-03-07T01:10:00,56.34,80.57,27.12,0
M044,2024-03-07T01:15:00,50.62,80.31,27.88,0
M005,2024-03-07T01:20:00,55.2,73.32,34.61,0
M040,2024-03-07T01:25:00,54.1,81.9,24.55,0
M029,2024-03-07T01:30:00,57.07,86.5,33.27,0
M002,2024-03-07T01:35:00,53.26,80.22,29.75,0
M008,2024-03-07T01:40:00,53.38,86.36,29.51,0
M057,2024-03-07T01:45:00,53.74,84.39,35.4,0
M011,2024-03-07T01:50:00,47.29,80.28,30.58,0
M012,2024-03-07T01:55:00,53.67,84.95,32.0,0
M043,2024-03-07T02:00:00,51.62,82.83,30.75,0
M014,2024-03-07T02:05:00,52.99,87.92,28.5,0
M050,2024-03-07T02:10:00,52.95,83.03,32.37,0
M010,2024-03-07T02:15:00,48.86,83.16,31.32,0
M030,2024-03-07T02:20:00,51.63,85.81,30.68,0
M043,2024-03-07T02:25:00,48.13,70.2,28.36,0
M011,2024-03-07T02:30:00,49.0,87.94,30.33,0
M058,2024-03-07T02:35:00,48.54,79.45,29.62,0
M024,2024-03-07T02:40:00,44.54,71.49,27.73,0
M001,2024-03-07T02:45:00,50.09,83.21,30.92,0
M025,2024-03-07T02:50:00,45.14,91.81,27.78,0
M026,2024-03-07T02:55:00,47.11,80.92,27.21,0
M005,2024-03-07T03:00:00,47.04,72.22,28.0,0
M016,2024-03-07T03:05:00,53.89,77.51,27.98,0
M017,2024-03-07T03:10:00,48.7,77.46,28.55,0
M020,2024-03-07T03:15:00,47.86,73.15,27.67,0
M054,2024-03-07T03:20:00,48.29,77.7,31.08,0
M048,2024-03-07T03:25:00,51.81,78.59,27.19,0
M055,2024-03-07T03:30:00,51.72,85.27,27.47,0
M001,2024-03-07T03:35:00,49.96,82.54,32.04,0
M042,2024-03-07T03:40:00,52.42,84.42,32.45,0
M038,2024-03-07T03:45:00,50.13,75.35,29.15,0
M053,2024-03-07T03:50:00,45.05,87.34,30.13,0
M058,2024-03-07T03:55:00,54.95,84.46,34.04,0
M057,2024-03-07T04:00:00,48.89,81.55,31.09,0
M019,2024-03-07T04:05:00,53.96,78.77,28.71,0
M036,2024-03-07T04:10:00,58.32,79.15,29.99,0
M040,2024-03-07T04:15:00,52.68,80.97,28.84,0
M005,2024-03-07T04:20:00,52.02,78.02,32.25,0
M010,2024-03-07T04:25:00,49.29,74.77,31.88,0
M056,2024-03-07T04:30:00,53.79,82.91,29.72,0
M038,2024-03-07T04:35:00,49.03,76.85,31.88,0
M038,2024-03-07T04:40:00,52.41,83.38,27.49,0
M040,2024-03-07T04:45:00,47.53,75.09,30.25,0
M047,2024-03-07T04:50:00,51.26,72.0,32.16,0
M022,2024-03-07T04:55:00,52.4,81.67,32.0,0
M008,2024-03-07T05:00:00,55.11,81.33,31.34,0
M003,2024-03-07T05:05:00,53.5,78.61,30.71,0
M049,2024-03-07T05:10:00,52.29,86.81,27.81,0
M047,2024-03-07T05:15:00,46.59,74.4,29.84,0
M032,2024-03-07T05:20:00,47.71,78.92,28.3,0
M035,2024-03-07T05:25:00,47.97,75.72,30.79,0
M012,2024-03-07T05:30:00,54.39,76.73,31.39,0
M006,2024-03-07T05:35:00,50.35,80.63,32.2,0
M007,2024-03-07T05:40:00,51.3,73.92,30.12,0
M020,2024-03-07T05:45:00,49.61,75.14,29.21,0
M017,2024-03-07T05:50:00,54.2,77.12,32.58,0
M058,2024-03-07T05:55:00,53.99,73.45,32.34,0
M053,2024-03-07T06:00:00,50.18,86.4,33.48,0
M046,2024-03-07T06:05:00,55.09,79.14,27.78,0
M005,2024-03-07T06:10:00,52.89,81.68,29.21,0
M030,2024-03-07T06:15:00,53.09,71.46,29.44,0
M039,2024-03-07T06:20:00,55.72,78.85,26.45,0
M057,2024-03-07T06:25:00,48.64,79.88,31.76,0
M041,2024-03-07T06:30:00,49.09,78.04,29.84,0
M046,2024-03-07T06:35:00,52.97,73.23,30.96,0
M046,2024-03-07T06:40:00,53.45,78.25,31.13,0
M031,2024-03-07T06:45:00,56.7,73.57,32.29,0
M042,2024-03-07T06:50:00,53.06,81.77,31.71,0
M051,2024-03-07T06:55:00,54.07,77.95,29.09,0
M020,2024-03-07T07:00:00,52.51,73.46,29.61,0
M059,2024-03-07T07:05:00,54.59,85.77,28.88,0
M038,2024-03-07T07:10:00,51.47,86.54,33.62,0
M028,2024-03-07T07:15:00,51.31,76.75,28.44,0
M030,2024-03-07T07:20:00,47.12,83.14,32.73,0
M008,2024-03-07T07:25:00,48.51,87.07,29.66,0
M023,2024-03-07T07:30:00,54.89,78.63,30.86,0
M053,2024-03-07T07:35:00,49.81,73.87,30.4,0
M055,2024-03-07T07:40:00,53.12,83.16,32.25,0
M036,2024-03-07T07:45:00,49.04,72.72,29.27,0
M038,2024-03-07T07:50:00,48.38,74.2,29.91,0
M017,2024-03-07T07:55:00,59.32,83.56,31.25,0
M045,2024-03-07T08:00:00,46.38,83.11,28.85,0
M049,2024-03-07T08:05:00,56.02,80.26,27.97,0
M004,2024-03-07T08:10:00,50.01,81.67,27.93,0
M044,2024-03-07T08:15:00,57.07,82.45,29.45,0
M040,2024-03-07T08:20:00,49.31,85.24,31.41,0
M048,2024-03-07T08:25:00,54.36,78.89,32.08,0
M019,2024-03-07T08:30:00,51.25,72.34,31.28,0
M058,2024-03-07T08:35:00,53.0,74.28,31.8,0
M007,2024-03-07T08:40:00,50.77,79.09,30.57,0
M043,2024-03-07T08:45:00,50.09,80.62,31.66,0
M026,2024-03-07T08:50:00,50.77,79.71,31.08,0
M002,2024-03-07T08:55:00,48.17,84.16,28.78,0
M017,2024-03-07T09:00:00,52.8,84.56,31.96,0
M028,2024-03-07T09:05:00,50.72,83.18,29.5,0
M050,2024-03-07T09:10:00,53.16,82.55,29.29,0
M048,2024-03-07T09:15:00,53.5,79.04,31.73,0
M002,2024-03-07T09:20:00,54.17,88.38,31.26,0
M042,2024-03-07T09:25:00,49.67,79.77,30.78,0
M021,2024-03-07T09:30:00,52.15,77.8,28.33,0
M016,2024-03-07T09:35:00,54.6,82.44,29.53,0
M015,2024-03-07T09:40:00,51.06,94.98,30.64,0
M044,2024-03-07T09:45:00,47.78,81.02,30.74,0
M008,2024-03-07T09:50:00,53.76,73.48,28.37,0
M041,2024-03-07T09:55:00,53.7,88.95,33.79,0
M020,2024-03-07T10:00:00,53.69,73.09,28.69,0
M047,2024-03-07T10:05:00,54.86,75.93,26.35,0
M054,2024-03-07T10:10:00,48.17,81.81,26.23,0
M017,2024-03-07T10:15:00,50.07,77.28,30.26,0
M025,2024-03-07T10:20:00,50.83,74.36,29.69,0
M004,2024-03-07T10:25:00,54.8,83.52,30.0,0
M011,2024-03-07T10:30:00,55.01,83.59,26.26,0
M006,2024-03-07T10:35:00,51.49,76.08,28.66,0
M050,2024-03-07T10:40:00,52.86,87.69,31.69,0
M002,2024-03-07T10:45:00,52.01,75.0,29.11,0
M015,2024-03-07T10:50:00,52.7,74.72,31.39,0
